OrganisationID¬OrganisationCode¬OrganisationName¬MetricName¬Value¬Text
18082¬NLL04¬Launceston General Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18083¬NLL07¬Liskeard Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18085¬NLL09¬Stratton Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18090¬NLL16¬Falmouth Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18093¬NLL19¬Poltair Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18095¬NLL21¬St Mary's Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18102¬NLT02¬North Somerset Community Hospital¬A&E performance¬100.00%¬Patients seen within 4 hours
18102¬NLT02¬North Somerset Community Hospital¬Percentage of patients waiting less than 18 weeks¬99%¬99% of patients waiting less than 18 weeks from referral
18102¬NLT02¬North Somerset Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18271¬NQ106¬Fryatt Hospital, Harwich¬A&E performance¬100.00%¬Patients seen within 4 hours
40115¬RBA11¬Musgrove Park Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40115¬RBA11¬Musgrove Park Hospital¬Quality of food¬97.50%¬97.50% Amongst the best
40115¬RBA11¬Musgrove Park Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.95¬Number of deaths within the expected range
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Staff - Care¬94%¬staff recommend this hospital for care. 1496 responses. 4673 staff work at this trust.
40115¬RBA11¬Musgrove Park Hospital¬Friends and Family Test score: Staff - Work¬80%¬staff recommend this hospital as a place to work. 1496 responses. 4673 staff work at this trust.
40115¬RBA11¬Musgrove Park Hospital¬Recommended by staff¬84¬Among the best with a value of 84%
40115¬RBA11¬Musgrove Park Hospital¬Recommended by staff¬84¬Among the best with a value of 84%
40122¬RBB01¬Royal National Hospital For Rheumatic Diseases¬Agency staff as a percentage of average expenditure¬1%¬Significantly below average with a value of 1%
40122¬RBB01¬Royal National Hospital For Rheumatic Diseases¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40124¬RBBP2¬Devizes Hospital¬Agency staff as a percentage of average expenditure¬1%¬Significantly below average with a value of 1%
40124¬RBBP2¬Devizes Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40126¬RBBP4¬Paulton Memorial Hospital¬Agency staff as a percentage of average expenditure¬1%¬Significantly below average with a value of 1%
40126¬RBBP4¬Paulton Memorial Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40127¬RBBP5¬Warminster Hospital¬Agency staff as a percentage of average expenditure¬1%¬Significantly below average with a value of 1%
40127¬RBBP5¬Warminster Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40130¬RBD01¬Dorset County Hospital¬A&E performance¬97.60%¬Patients seen within 4 hours
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: A&E¬82%¬Patients recommend this hospital. 842 responses
40130¬RBD01¬Dorset County Hospital¬Agency staff as a percentage of average expenditure¬3%¬Average expenditure with a value of 3%
40130¬RBD01¬Dorset County Hospital¬Care Quality Commission inspection ratings¬2¬Good
40130¬RBD01¬Dorset County Hospital¬Care Quality Commission inspection ratings¬2¬Good
40130¬RBD01¬Dorset County Hospital¬Care Quality Commission inspection ratings¬2¬Good
40130¬RBD01¬Dorset County Hospital¬Choice of breakfast¬1¬Amongst the best
40130¬RBD01¬Dorset County Hospital¬Choice of food¬90.67%¬90.67% Amongst the best
40130¬RBD01¬Dorset County Hospital¬Care hours per patient day¬7.52¬hours
40130¬RBD01¬Dorset County Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40130¬RBD01¬Dorset County Hospital¬Cost of food services per patient per day¬£9.70¬
40130¬RBD01¬Dorset County Hospital¬Estimated Procurement Savings Target¬694,763¬£694,763 - £3,522,438
40130¬RBD01¬Dorset County Hospital¬Financial performance¬£-0.70m Deficit¬
40130¬RBD01¬Dorset County Hospital¬Food available between meals¬1¬
40130¬RBD01¬Dorset County Hospital¬Fresh fruit available¬1¬
40130¬RBD01¬Dorset County Hospital¬Percentage of patients waiting less than 18 weeks¬76%¬76% of patients waiting less than 18 weeks from referral
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 366 responses
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 366 responses
40130¬RBD01¬Dorset County Hospital¬Infection control and cleanliness¬3¬Among the best
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Labour ward¬100%¬Patients recommend this hospital. 57 responses
40130¬RBD01¬Dorset County Hospital¬Menu approved by dietitian¬1¬
40130¬RBD01¬Dorset County Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
40130¬RBD01¬Dorset County Hospital¬Open and honest reporting¬2¬Among the best
40130¬RBD01¬Dorset County Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Top 25%¬Top 25%
40130¬RBD01¬Dorset County Hospital¬Patients assessed for blood clots¬96.28¬96.28% of patients assessed
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Postnatal ward¬92%¬Patients recommend this hospital. 49 responses
40130¬RBD01¬Dorset County Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40130¬RBD01¬Dorset County Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40130¬RBD01¬Dorset County Hospital¬Price Performance¬Middle 50%¬Middle 50%
40130¬RBD01¬Dorset County Hospital¬Procurement Process Efficiency¬Top 25%¬Top 25%
40130¬RBD01¬Dorset County Hospital¬Health Improvement following groin hernia surgery: Generic quality of life questionnaire¬0.095¬Average
40130¬RBD01¬Dorset County Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40130¬RBD01¬Dorset County Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40130¬RBD01¬Dorset County Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40130¬RBD01¬Dorset County Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40130¬RBD01¬Dorset County Hospital¬Quality of food¬87.24%¬87.24% Amongst the best
40130¬RBD01¬Dorset County Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.203¬Higher number of deaths than expected
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Staff - Care¬85%¬staff recommend this hospital for care. 142 responses. 2694 staff work at this trust.
40130¬RBD01¬Dorset County Hospital¬Friends and Family Test score: Staff - Work¬65%¬staff recommend this hospital as a place to work. 142 responses. 2694 staff work at this trust.
40130¬RBD01¬Dorset County Hospital¬Recommended by staff¬76¬Within expected range with a value of 76%
40130¬RBD01¬Dorset County Hospital¬Recommended by staff¬76¬Within expected range with a value of 76%
40154¬RBK02¬Manor Hospital¬A&E performance¬80.71%¬Patients seen within 4 hours
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: A&E¬71%¬Patients recommend this hospital. 292 responses
40154¬RBK02¬Manor Hospital¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
40154¬RBK02¬Manor Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40154¬RBK02¬Manor Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40154¬RBK02¬Manor Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40154¬RBK02¬Manor Hospital¬Choice of breakfast¬1¬Amongst the best
40154¬RBK02¬Manor Hospital¬Choice of food¬89.55%¬89.55% Amongst the best
40154¬RBK02¬Manor Hospital¬Care hours per patient day¬6.31¬hours
40154¬RBK02¬Manor Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40154¬RBK02¬Manor Hospital¬Cost of food services per patient per day¬£9.48¬
40154¬RBK02¬Manor Hospital¬Estimated Procurement Savings Target¬1,779,436¬£1,779,436 - £8,094,660
40154¬RBK02¬Manor Hospital¬Financial performance¬£-15.43m Deficit¬
40154¬RBK02¬Manor Hospital¬Food available between meals¬1¬
40154¬RBK02¬Manor Hospital¬Fresh fruit available¬1¬
40154¬RBK02¬Manor Hospital¬Percentage of patients waiting less than 18 weeks¬91%¬91% of patients waiting less than 18 weeks from referral
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Inpatient¬96%¬Patients recommend this hospital. 798 responses
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Inpatient¬96%¬Patients recommend this hospital. 798 responses
40154¬RBK02¬Manor Hospital¬Infection control and cleanliness¬3¬Among the best
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Labour ward¬83%¬Patients recommend this hospital. 12 responses
40154¬RBK02¬Manor Hospital¬Menu approved by dietitian¬1¬
40154¬RBK02¬Manor Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40154¬RBK02¬Manor Hospital¬Open and honest reporting¬2¬Among the best
40154¬RBK02¬Manor Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
40154¬RBK02¬Manor Hospital¬Patients assessed for blood clots¬91.17¬91.17% of patients assessed
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Postnatal ward¬85%¬Patients recommend this hospital. 13 responses
40154¬RBK02¬Manor Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40154¬RBK02¬Manor Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40154¬RBK02¬Manor Hospital¬Price Performance¬Middle 50%¬Middle 50%
40154¬RBK02¬Manor Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
40154¬RBK02¬Manor Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
40154¬RBK02¬Manor Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
40154¬RBK02¬Manor Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40154¬RBK02¬Manor Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40154¬RBK02¬Manor Hospital¬Quality of food¬80.46%¬80.46% Amongst the best
40154¬RBK02¬Manor Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.101¬Number of deaths within the expected range
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Staff - Care¬74%¬staff recommend this hospital for care. 292 responses. 4252 staff work at this trust.
40154¬RBK02¬Manor Hospital¬Friends and Family Test score: Staff - Work¬68%¬staff recommend this hospital as a place to work. 292 responses. 4252 staff work at this trust.
40154¬RBK02¬Manor Hospital¬Recommended by staff¬48¬Within expected range with a value of 48%
40154¬RBK02¬Manor Hospital¬Recommended by staff¬48¬Within expected range with a value of 48%
40162¬RBL02¬Victoria Central Hospital¬A&E performance¬83.93%¬Patients seen within 4 hours
40162¬RBL02¬Victoria Central Hospital¬Agency staff as a percentage of average expenditure¬2%¬Significantly below average with a value of 2%
40162¬RBL02¬Victoria Central Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40162¬RBL02¬Victoria Central Hospital¬Estimated Procurement Savings Target¬796,190¬£796,190 - £3,995,609
40162¬RBL02¬Victoria Central Hospital¬Financial performance¬£-4.68m Deficit¬
40162¬RBL02¬Victoria Central Hospital¬Percentage of patients waiting less than 18 weeks¬80%¬80% of patients waiting less than 18 weeks from referral
40162¬RBL02¬Victoria Central Hospital¬Infection control and cleanliness¬3¬Among the best
40162¬RBL02¬Victoria Central Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40162¬RBL02¬Victoria Central Hospital¬Open and honest reporting¬2¬Among the best
40162¬RBL02¬Victoria Central Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Top 25%¬Top 25%
40162¬RBL02¬Victoria Central Hospital¬Patients assessed for blood clots¬95.78¬95.78% of patients assessed
40162¬RBL02¬Victoria Central Hospital¬Potential under-reporting of incidents¬2¬Within expected range
40162¬RBL02¬Victoria Central Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
40162¬RBL02¬Victoria Central Hospital¬Price Performance¬Top 25%¬Top 25%
40162¬RBL02¬Victoria Central Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
40162¬RBL02¬Victoria Central Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
40162¬RBL02¬Victoria Central Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
40162¬RBL02¬Victoria Central Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.031¬Number of deaths within the expected range
40162¬RBL02¬Victoria Central Hospital¬Friends and Family Test score: Staff - Care¬74%¬staff recommend this hospital for care. 185 responses. 6201 staff work at this trust.
40162¬RBL02¬Victoria Central Hospital¬Friends and Family Test score: Staff - Work¬55%¬staff recommend this hospital as a place to work. 185 responses. 6201 staff work at this trust.
40162¬RBL02¬Victoria Central Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
40162¬RBL02¬Victoria Central Hospital¬Recommended by staff¬69¬Within expected range with a value of 69%
40163¬RBL14¬Arrowe Park Hospital¬A&E performance¬83.93%¬Patients seen within 4 hours
40163¬RBL14¬Arrowe Park Hospital¬Friends and Family Test score: A&E¬87%¬Patients recommend this hospital. 530 responses
40163¬RBL14¬Arrowe Park Hospital¬Agency staff as a percentage of average expenditure¬2%¬Significantly below average with a value of 2%
40163¬RBL14¬Arrowe Park Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40163¬RBL14¬Arrowe Park Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40163¬RBL14¬Arrowe Park Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
40163¬RBL14¬Arrowe Park Hospital¬Choice of breakfast¬2¬In the middle range  
40163¬RBL14¬Arrowe Park Hospital¬Choice of food¬66.12%¬66.12% In the middle range  
40163¬RBL14¬Arrowe Park Hospital¬Care hours per patient day¬7.35¬hours
40163¬RBL14¬Arrowe Park Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
40163¬RBL14¬Arrowe Park Hospital¬Cost of food services per patient per day¬£8.55¬
40163¬RBL14¬Arrowe Park Hospital¬Estimated Procurement Savings Target¬796,190¬£796,190 - £3,995,609
40163¬RBL14¬Arrowe Park Hospital¬Financial performance¬£-4.68m Deficit¬
40163¬RBL14¬Arrowe Park Hospital¬Food available between meals¬1¬
40163¬RBL14¬Arrowe Park Hospital¬Fresh fruit available¬1¬
40163¬RBL14¬Arrowe Park Hospital¬Percentage of patients waiting less than 18 weeks¬80%¬80% of patients waiting less than 18 weeks from referral
40163¬RBL14¬Arrowe Park Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 869 responses
40163¬RBL14¬Arrowe Park Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 869 responses
40163¬RBL14¬Arrowe Park Hospital¬Infection control and cleanliness¬3¬Among the best
40163¬RBL14¬Arrowe Park Hospital¬Friends and Family Test score: Labour ward¬93%¬Patients recommend this hospital. 74 responses
40163¬RBL14¬Arrowe Park Hospital¬Menu approved by dietitian¬2¬
40163¬RBL14¬Arrowe Park Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
40163¬RBL14¬Arrowe Park Hospital¬Open and honest reporting¬2¬Among the best
40163¬RBL14¬Arrowe Park Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Top 25%¬Top 25%
